Unit_ID,Region,Locality,Furnished,Bathroom,No_Rooms,Area,AnnualPrice
sphd008,Jakarta Pusat,Kemayoran,1,2,3,101.0,125000000
mg1c098,Jakarta Barat,Tanjung Duren,1,1,2,40.0,40000000
mg2c122,Jakarta Barat,Tanjung Duren,1,1,2,42.0,52000000
mpkc003,Jakarta Pusat,Kemayoran,1,1,2,36.0,47000000
sscb005,Jakarta Barat,Grogol,1,1,1,28.0,36000000
pmna001,Jakarta Barat,Kalideres,0,1,0,25.0,25000000
ssub001,Jakarta Pusat,Bendungan Hilir,1,1,1,64.0,260000000
tssb035,Jakarta Selatan,Semanggi,1,1,1,55.0,96000000
pvlf001,Jakarta Pusat,Sudirman,1,2,2,115.0,286900000
re8b018,Jakarta Selatan,Senopati,1,1,1,76.0,274000000
ppvc089,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,24000000
spca001,Jakarta Selatan,Pancoran,0,2,0,102.0,220000000
pktf019,Jakarta Selatan,Kebayoran Lama,1,1,2,38.0,60000000
pumb013,Jakarta Barat,Puri Indah,1,1,1,37.0,40000000
taac062,Jakarta Barat,Tanjung Duren,1,1,2,88.0,90000000
kucb011,Jakarta Selatan,Kuningan,1,1,1,59.0,156000000
merc001,Jakarta Selatan,Cilandak,1,2,2,180.0,218400000
tssc002,Jakarta Selatan,Semanggi,1,1,2,72.0,180000000
gprc129,Jakarta Pusat,Cempaka Putih,1,1,2,34.0,65200000
rmgc013,Jakarta Barat,Tanjung Duren,1,1,2,53.0,85000000
trsc074,Jakarta Barat,Tanjung Duren,1,1,2,50.0,88000000
mg1b018,Jakarta Barat,Tanjung Duren,1,1,1,30.0,30000000
apla019,Tangerang,Serpong,0,1,0,28.0,21000000
1pac007,Jakarta Selatan,Gandaria,1,2,2,91.0,291060000
mmac017,Jakarta Utara,Ancol,1,1,2,50.0,45000000
gkla017,Bekasi,Pekayon,0,1,0,36.0,44400000
moic023,Jakarta Utara,Kelapa Gading,1,1,2,45.0,60000000
aspc013,Jakarta Selatan,Fatmawati,1,1,2,47.73,96000000
urkf003,Tangerang,Karawaci,1,1,0,35.0,50000000
kucc038,Jakarta Selatan,Kuningan,1,1,2,60.0,150000000
blgd021,Jakarta Selatan,Kuningan,1,3,3,108.0,299880000
puca015,Jakarta Barat,Cengkareng,1,1,0,26.0,35000000
atzc002,Tangerang,Bintaro,1,1,2,40.0,60000000
taad018,Jakarta Barat,Tanjung Duren,1,2,3,146.0,165000000
ppvc180,Jakarta Barat,Kebon Jeruk,0,1,2,36.0,24000000
gprc014,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,60000000
gprc167,Jakarta Pusat,Cempaka Putih,0,1,2,33.0,30000000
trsc054,Jakarta Barat,Tanjung Duren,0,1,2,50.0,72000000
cepb027,Jakarta Barat,Tanjung Duren,1,1,1,44.0,100000000
scsb002,Tangerang,Serpong,1,1,1,35.0,38000000
sipc021,Jakarta Selatan,Tebet,1,1,2,38.0,77950000
esdc004,Jakarta Selatan,Dharmawangsa,1,1,2,71.0,226800000
pryc004,Jakarta Pusat,Gatot Subroto,1,1,2,95.0,210000000
trsa015,Jakarta Barat,Tanjung Duren,0,1,0,26.0,56000000
spvc053,Jakarta Utara,Sunter,1,1,2,35.0,37900000
mppa014,Jakarta Utara,Sunter,0,1,0,23.0,22000000
pktc027,Jakarta Selatan,Kebayoran Lama,1,1,2,39.0,75000000
tmjc079,Jakarta Pusat,Kemayoran,1,1,2,70.0,75000000
cagd004,Jakarta Selatan,Casablanca,1,2,3,117.0,307800000
lxtb001,Jakarta Selatan,Bintaro,1,1,1,53.0,120000000
stra001,Jakarta Timur,Cakung,1,1,0,25.0,24000000
aspd009,Jakarta Selatan,Fatmawati,1,2,3,84.0,192000000
glva012,Tangerang,Ciputat,1,1,0,21.0,28000000
clsc007,Jakarta Pusat,Sudirman,1,2,2,108.0,250000000
crwa002,Jakarta Selatan,Kuningan,1,1,0,60.0,140000000
puca016,Jakarta Barat,Cengkareng,0,1,0,26.0,25000000
ppvb015,Jakarta Barat,Kebon Jeruk,1,1,1,35.0,44400000
clsb011,Jakarta Pusat,Sudirman,1,1,1,106.0,240000000
prya003,Jakarta Pusat,Gatot Subroto,1,1,0,36.0,78000000
c-d0001,Jakarta Selatan,Kuningan,1,2,3,125.0,363700000
ppvc086,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,42000000
tmbb103,Jakarta Pusat,Kemayoran,1,1,1,29.0,60000000
trsd020,Jakarta Barat,Tanjung Duren,0,2,3,65.0,131000000
gpla005,Jakarta Barat,Duri Kosambi,0,1,0,21.0,15000000
esdc026,Jakarta Selatan,Dharmawangsa,1,1,2,71.0,156000000
thrc055,Jakarta Pusat,Thamrin,1,1,2,60.0,108000000
htpc069,Jakarta Selatan,Pondok Indah,1,1,2,56.0,132000000
nfrd001,Jakarta Selatan,Pasar Minggu,1,2,3,77.0,124000000
gana003,Jakarta Utara,Kelapa Gading,1,1,0,21.0,22000000
aspd012,Jakarta Selatan,Fatmawati,1,2,3,102.0,126000000
brzb003,Tangerang,BSD City,1,1,1,48.0,108000000
sipc009,Jakarta Selatan,Tebet,1,1,2,38.0,94500000
mepb020,Jakarta Pusat,Menteng,1,1,1,28.0,70000000
ganc040,Jakarta Utara,Kelapa Gading,0,1,2,36.0,21750000
bscc095,Jakarta Timur,Cipinang,1,1,2,34.0,54000000
terb008,Jakarta Pusat,Thamrin,1,1,1,43.0,120000000
mepa019,Jakarta Pusat,Menteng,1,1,0,28.0,72000000
mprc122,Jakarta Barat,Kedoya,1,1,2,54.0,60000000
ssub002,Jakarta Pusat,Bendungan Hilir,1,1,1,46.3,228000000
mg1c054,Jakarta Barat,Tanjung Duren,1,1,2,42.0,45000000
cagc008,Jakarta Selatan,Casablanca,1,2,2,84.0,243000000
terb001,Jakarta Pusat,Thamrin,1,1,1,42.0,90000000
rmgc049,Jakarta Barat,Tanjung Duren,1,1,2,54.0,80000000
lvnb001,Jakarta Selatan,Pancoran,1,1,1,63.0,144000000
gprc078,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,50000000
epac005,Jakarta Timur,Jatinegara,0,1,2,36.0,19000000
spla018,Bekasi,Summarecon Bekasi,0,1,0,26.0,16000000
grpc026,Jakarta Selatan,Kalibata,1,1,2,34.0,50000000
kgca009,Jakarta Selatan,Kebagusan,1,1,0,27.0,48000000
gdic012,Jakarta Timur,Kelapa Gading,1,1,2,36.0,24500000
gana010,Jakarta Utara,Kelapa Gading,1,1,0,21.0,22800000
blmc005,Jakarta Barat,Kebon Jeruk,1,1,2,41.0,65000000
pcsd002,Jakarta Selatan,Casablanca,1,2,3,110.0,218400000
ssca012,Jakarta Barat,Grogol,0,1,0,31.0,25000000
aspc008,Jakarta Selatan,Fatmawati,1,2,2,54.0,98000000
bscc223,Jakarta Timur,Cipinang,1,1,2,34.0,55000000
mord003,Jakarta Pusat,Senen,1,3,3,114.0,120000000
htpc070,Jakarta Selatan,Pondok Indah,1,2,2,84.0,132000000
pucb179,Jakarta Barat,Cengkareng,0,1,1,35.0,30000000
taad016,Jakarta Barat,Tanjung Duren,1,2,3,146.0,140000000
gkla004,Bekasi,Pekayon,1,1,0,27.0,40000000
sphc018,Jakarta Pusat,Kemayoran,1,1,2,60.0,80000000
tmbc093,Jakarta Pusat,Kemayoran,0,1,2,51.0,60000000
pucb072,Jakarta Barat,Cengkareng,0,1,1,35.0,33000000
csmd019,Jakarta Selatan,Casablanca,1,2,3,76.0,122700000
pucb043,Jakarta Barat,Cengkareng,1,1,1,35.0,45000000
tard023,Jakarta Selatan,Kuningan,0,3,3,96.0,80000000
parb031,Jakarta Selatan,Pancoran,0,1,1,31.0,32400000
puca144,Jakarta Barat,Cengkareng,1,1,0,26.0,35800000
supc038,Jakarta Pusat,Sudirman,1,1,2,48.0,84000000
bvtc003,Jakarta Selatan,Cilandak,0,3,2,85.0,132000000
mprc129,Jakarta Barat,Kedoya,1,1,2,58.0,70000000
cagc007,Jakarta Selatan,Casablanca,1,2,2,100.0,324000000
mpra133,Jakarta Barat,Kedoya,1,1,0,28.0,45000000
tera004,Jakarta Pusat,Thamrin,1,1,0,28.0,84000000
sgpa006,Jakarta Timur,MT Haryono,1,1,0,25.0,50000000
skgc025,Jakarta Selatan,Setiabudi,1,1,2,79.0,300000000
mg2d015,Jakarta Barat,Tanjung Duren,1,2,3,70.0,100000000
trsb097,Jakarta Barat,Tanjung Duren,1,1,1,38.0,82000000
tbbb001,Jakarta Selatan,Bintaro,1,1,1,34.0,70000000
shld003,Jakarta Selatan,Kuningan,1,2,3,143.0,388080000
adyd001,Tangerang,Cikokol,0,2,3,64.0,45000000
blzb009,Jakarta Selatan,Permata Hijau,1,1,1,68.0,120000000
mg2c047,Jakarta Barat,Tanjung Duren,1,1,2,42.0,50000000
tfla024,Jakarta Timur,Pulomas,1,1,0,21.0,35000000
sgvc008,Tangerang,Serpong,1,1,2,39.0,45000000
gpkc004,Jakarta Pusat,Kemayoran,1,1,2,60.0,72000000
bscd058,Jakarta Timur,Cipinang,1,1,3,45.0,80000000
gbpc067,Jakarta Utara,Pluit,1,2,2,82.0,115000000
thrc042,Jakarta Pusat,Thamrin,1,1,2,65.0,120000000
retc008,Jakarta Pusat,Pecenongan,1,2,2,106.0,90000000
spla011,Bekasi,Summarecon Bekasi,1,1,0,21.0,22000000
tkkd002,Jakarta Pusat,Kemayoran,1,2,3,115.0,115000000
tmma013,Depok,Margonda,1,1,0,21.0,36000000
cepb019,Jakarta Barat,Tanjung Duren,1,1,1,44.0,92000000
epac001,Jakarta Timur,Jatinegara,1,1,2,33.0,24000000
spvc062,Jakarta Utara,Sunter,1,1,2,35.0,35000000
cdpa018,Tangerang,BSD City,1,1,0,22.0,35000000
bscc127,Jakarta Timur,Cipinang,0,1,2,34.0,75000000
adya008,Tangerang,Cikokol,1,1,0,23.5,30000000
gcab005,Jakarta Utara,Pantai Indah Kapuk,1,1,1,51.0,85000000
strc008,Jakarta Timur,Cakung,1,1,2,36.0,33500000
tmbb050,Jakarta Pusat,Kemayoran,0,1,1,41.0,60000000
mg2c100,Jakarta Barat,Tanjung Duren,1,1,2,42.0,58000000
kucc005,Jakarta Selatan,Kuningan,1,1,2,60.0,178200000
ppva035,Jakarta Barat,Kebon Jeruk,1,1,0,22.0,35000000
stcd002,Jakarta Selatan,Sudirman,1,2,3,100.0,243100000
lvdf002,Jakarta Selatan,Tebet,1,1,2,56.0,92000000
rorc009,Jakarta Selatan,Pejaten,1,1,2,52.0,96000000
tmkb034,Jakarta Selatan,Kemang,1,1,1,87.0,192000000
gpra093,Jakarta Pusat,Cempaka Putih,1,1,0,26.0,36000000
kucb012,Jakarta Selatan,Kuningan,1,1,1,48.0,132000000
svcb001,Jakarta Utara,Pluit,1,1,1,42.0,70000000
mr5a001,Depok,Margonda,1,1,0,24.0,32500000
pkhc003,Jakarta Selatan,Kebayoran Baru,1,1,2,129.0,306000000
swra003,Tangerang,Cikokol,0,1,0,22.5,35000000
mmac013,Jakarta Utara,Ancol,1,1,2,48.0,60000000
htpc043,Jakarta Selatan,Pondok Indah,1,1,2,60.0,105000000
blzc007,Jakarta Selatan,Permata Hijau,1,2,2,122.0,194850000
stmc031,Jakarta Barat,Puri Indah,1,1,2,96.0,180000000
clsb003,Jakarta Pusat,Sudirman,0,1,1,85.0,250000000
sscc024,Jakarta Barat,Grogol,0,1,2,45.0,40000000
stcd016,Jakarta Selatan,Sudirman,1,2,3,110.0,204000000
gppa003,Jakarta Pusat,Slipi,1,1,0,29.0,90000000
sgpc010,Jakarta Timur,MT Haryono,0,1,2,43.0,60000000
moic033,Jakarta Utara,Kelapa Gading,1,1,2,45.0,65000000
lvda003,Jakarta Selatan,Tebet,1,1,0,30.0,80000000
gpra094,Jakarta Pusat,Cempaka Putih,0,1,0,21.0,32400000
nhjc001,Jakarta Selatan,Pondok Indah,1,2,2,135.0,300000000
lvdc018,Jakarta Selatan,Tebet,1,1,2,58.0,96000000
mesc048,Jakarta Pusat,Menteng,0,1,2,33.0,50000000
lvnb009,Jakarta Selatan,Pancoran,1,1,1,63.0,120000000
absd002,Jakarta Selatan,Kuningan,1,2,3,89.0,192000000
mapb020,Jakarta Barat,Tanjung Duren,1,1,1,29.0,55000000
mtrb002,Jakarta Pusat,Menteng,1,1,1,74.0,198000000
cagc061,Jakarta Selatan,Casablanca,1,2,2,74.0,200000000
mg1c206,Jakarta Barat,Tanjung Duren,1,1,2,40.0,43000000
aspc002,Jakarta Selatan,Fatmawati,1,2,2,83.0,179000000
tmkb017,Jakarta Selatan,Kemang,1,1,1,87.0,144000000
pcsc007,Jakarta Selatan,Casablanca,1,2,2,93.0,168000000
lxtc003,Jakarta Selatan,Bintaro,0,2,2,80.0,90000000
mpra050,Jakarta Barat,Kedoya,1,1,0,27.0,37000000
grka011,Jakarta Pusat,Mangga Besar,1,1,0,25.0,36750000
kgcc036,Jakarta Selatan,Kebagusan,1,1,2,50.0,55300000
srwc001,Jakarta Utara,Kelapa Gading,1,2,2,110.0,135000000
brzb010,Tangerang,BSD City,1,1,1,43.0,80000000
tbba004,Jakarta Selatan,Bintaro,0,1,0,24.0,50000000
gprc038,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,53000000
wgpc015,Jakarta Utara,Kelapa Gading,1,1,2,37.0,31000000
broc002,Tangerang,Alam Sutera,1,1,2,67.0,88000000
taac090,Jakarta Barat,Tanjung Duren,1,2,2,88.0,110000000
cagc009,Jakarta Selatan,Casablanca,1,2,2,84.0,240000000
as1d002,Jakarta Selatan,Kuningan,1,2,3,135.0,180000000
mpkc002,Jakarta Pusat,Kemayoran,1,1,2,37.0,63000000
adya012,Tangerang,Cikokol,0,1,0,23.0,12000000
mapb006,Jakarta Barat,Tanjung Duren,1,1,1,35.0,65000000
taac046,Jakarta Barat,Tanjung Duren,1,1,2,88.0,85000000
mqrc010,Jakarta Barat,Kebon Jeruk,1,2,2,76.0,85000000
snya003,Jakarta Selatan,Kebayoran Lama,1,1,0,35.0,193200000
atzc003,Tangerang,Bintaro,1,1,2,40.0,58000000
jkrc007,Jakarta Pusat,Thamrin,1,1,2,50.0,100800000
pucb011,Jakarta Barat,Cengkareng,0,1,1,35.0,35000000
lvnc042,Jakarta Selatan,Pancoran,1,2,2,99.0,160000000
gprc117,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,57500000
narb008,Jakarta Utara,Ancol,1,1,1,31.0,40000000
scrf005,Jakarta Selatan,Senayan,1,3,3,169.0,286900000
sphc027,Jakarta Pusat,Kemayoran,1,1,2,60.0,75000000
kucc041,Jakarta Selatan,Kuningan,1,1,2,65.0,204000000
tcrd005,Jakarta Selatan,SCBD,1,2,3,170.0,599400000
puca052,Jakarta Barat,Cengkareng,1,1,0,26.0,60000000
crda009,Depok,Cinere,1,1,0,21.0,19500000
pvca004,Depok,Margonda,1,1,0,30.0,45000000
moic013,Jakarta Utara,Kelapa Gading,1,1,2,45.0,49000000
mqrd008,Jakarta Barat,Kebon Jeruk,0,3,3,138.0,120000000
bdcb004,Jakarta Barat,Duri Kosambi,1,1,1,32.0,30000000
esde003,Jakarta Selatan,Dharmawangsa,1,3,4,167.0,285800000
mg2c086,Jakarta Barat,Tanjung Duren,1,1,2,42.0,45000000
crwc028,Jakarta Selatan,Kuningan,1,1,2,86.0,240000000
trsa094,Jakarta Barat,Tanjung Duren,1,1,0,26.0,50000000
gppc009,Jakarta Pusat,Slipi,1,1,2,46.0,96000000
r-b0001,Jakarta Pusat,Thamrin,1,1,1,40.0,94000000
mepa088,Jakarta Pusat,Menteng,1,1,0,33.0,84000000
intb001,Tangerang,BSD City,1,1,1,38.0,90000000
moic038,Jakarta Utara,Kelapa Gading,1,1,2,45.0,63000000
gprc132,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,49000000
tflc035,Jakarta Timur,Pulomas,0,1,2,43.0,28000000
mmac020,Jakarta Utara,Ancol,1,1,2,48.0,60000000
trsc130,Jakarta Barat,Tanjung Duren,0,1,2,50.0,60000000
htpc007,Jakarta Selatan,Pondok Indah,1,1,2,58.0,178250000
tmka007,Jakarta Selatan,Kemang,1,1,0,60.0,144000000
trsd006,Jakarta Barat,Tanjung Duren,0,2,3,135.0,155000000
bscc251,Jakarta Timur,Cipinang,1,1,2,34.0,46500000
gplc005,Jakarta Barat,Duri Kosambi,1,1,2,36.0,43000000
taac039,Jakarta Barat,Tanjung Duren,1,1,2,88.0,100000000
grkc001,Jakarta Pusat,Mangga Besar,1,1,2,42.0,55000000
gghc018,Jakarta Utara,Kelapa Gading,1,1,2,43.0,48000000
tbvb008,Jakarta Pusat,Tanah Abang,1,1,1,45.0,90000000
trsb038,Jakarta Barat,Tanjung Duren,1,1,1,38.0,68000000
asrc002,Jakarta Selatan,Kuningan,1,2,2,80.0,144000000
tmbc034,Jakarta Pusat,Kemayoran,1,1,2,62.0,80000000
tnac005,Tangerang,Karang Tengah,1,1,2,45.0,40000000
ppvc198,Jakarta Barat,Kebon Jeruk,1,1,2,32.0,43300000
mesb001,Jakarta Pusat,Menteng,1,1,1,33.0,54100000
pucb134,Jakarta Barat,Cengkareng,0,1,1,35.0,35000000
supc036,Jakarta Pusat,Sudirman,1,1,2,48.0,100200000
tmbb186,Jakarta Pusat,Kemayoran,1,1,1,29.0,40000000
absa004,Jakarta Selatan,Kuningan,1,1,0,32.0,110000000
ptpc002,Jakarta Timur,Cawang,1,1,2,40.0,44000000
tnac018,Tangerang,Karang Tengah,0,1,2,44.2,35000000
htpc010,Jakarta Selatan,Pondok Indah,1,2,2,92.0,243000000
wdsc004,Jakarta Barat,Puri Indah,1,2,2,113.0,250000000
ppvc103,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,24000000
bscb085,Jakarta Timur,Cipinang,0,1,1,28.0,38400000
thrc038,Jakarta Pusat,Thamrin,1,2,2,124.0,168000000
csmd006,Jakarta Selatan,Casablanca,1,2,3,74.0,126000000
mprc028,Jakarta Barat,Kedoya,0,1,2,53.0,42000000
shlc005,Jakarta Selatan,Kuningan,0,2,2,87.0,230000000
mepa029,Jakarta Pusat,Menteng,1,1,0,33.0,77950000
bscc202,Jakarta Timur,Cipinang,1,1,2,34.0,70700000
pukb003,Jakarta Pusat,Kemayoran,1,1,1,50.0,40000000
gprc028,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,50000000
mg2c052,Jakarta Barat,Tanjung Duren,1,1,2,42.0,55000000
tmbc074,Jakarta Pusat,Kemayoran,0,1,2,49.0,50000000
puca023,Jakarta Barat,Cengkareng,0,1,0,26.0,22000000
pucc029,Jakarta Barat,Cengkareng,0,2,2,73.0,83000000
sgpa024,Jakarta Timur,MT Haryono,1,1,0,25.0,54000000
gccc007,Jakarta Barat,Gajah Mada,1,1,2,60.0,75000000
mppb010,Jakarta Utara,Sunter,0,1,1,33.0,30000000
mpkc020,Jakarta Pusat,Kemayoran,0,1,2,36.0,40000000
blmb001,Jakarta Barat,Kebon Jeruk,1,1,1,36.0,42000000
pucb096,Jakarta Barat,Cengkareng,1,1,1,35.0,42000000
kmvc061,Jakarta Selatan,Kemang,1,2,2,130.0,324000000
rmgd011,Jakarta Barat,Tanjung Duren,1,2,3,110.0,195000000
18rb014,Jakarta Selatan,Rasuna Said,1,1,1,45.0,70000000
shob012,Jakarta Barat,Tanjung Duren,1,2,1,89.0,130000000
mpra035,Jakarta Barat,Kedoya,1,1,0,27.0,40000000
strb009,Jakarta Timur,Cakung,1,1,1,30.0,22000000
mg2c153,Jakarta Barat,Tanjung Duren,1,1,2,42.0,75600000
pucb158,Jakarta Barat,Cengkareng,1,1,1,35.0,48750000
gprc043,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,45000000
ppva022,Jakarta Barat,Kebon Jeruk,0,1,0,22.0,21000000
pmnc001,Jakarta Barat,Kalideres,1,1,2,44.0,70700000
epsc014,Jakarta Pusat,Gunung Sahari,1,1,2,41.0,65000000
bscc317,Jakarta Timur,Cipinang,1,1,2,34.0,60000000
rmga006,Jakarta Barat,Tanjung Duren,1,1,0,30.0,60000000
spcc001,Jakarta Selatan,Pancoran,0,1,2,102.0,420000000
gprc031,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,55000000
kpcc001,Jakarta Selatan,Kuningan,1,2,2,75.0,168000000
tmbc080,Jakarta Pusat,Kemayoran,0,1,2,60.0,50000000
sipc025,Jakarta Selatan,Tebet,1,1,2,39.0,95000000
mg1c067,Jakarta Barat,Tanjung Duren,1,1,2,41.0,45000000
blma101,Jakarta Barat,Kebon Jeruk,1,1,0,21.0,30500000
tmbc061,Jakarta Pusat,Kemayoran,0,1,2,49.0,75000000
kgca018,Jakarta Selatan,Kebagusan,1,1,0,22.0,30400000
gprc082,Jakarta Pusat,Cempaka Putih,0,1,2,33.0,35000000
tnaa013,Tangerang,Karang Tengah,0,1,0,27.0,22000000
jkrc004,Jakarta Pusat,Thamrin,1,1,2,50.0,132000000
arkc001,Jakarta Selatan,Kemang,1,2,2,145.0,360000000
18rc003,Jakarta Selatan,Rasuna Said,1,1,2,64.0,97450000
stmc003,Jakarta Barat,Puri Indah,1,2,2,96.0,150000000
tasa024,Jakarta Selatan,Sudirman,1,1,0,28.0,60000000
bscc322,Jakarta Timur,Cipinang,1,2,2,34.0,59000000
tmjc122,Jakarta Pusat,Kemayoran,0,1,2,76.0,50000000
tmjc182,Jakarta Pusat,Kemayoran,1,0,2,73.0,125000000
ppvb005,Jakarta Barat,Kebon Jeruk,1,1,1,35.0,45000000
wvpa012,Jakarta Barat,Puri Indah,0,1,0,30.0,42000000
thka001,Tangerang,Karawaci,1,1,0,30.0,27000000
parc028,Jakarta Selatan,Pancoran,1,1,2,32.0,54000000
pucb156,Jakarta Barat,Cengkareng,1,1,1,52.0,55000000
mg2c162,Jakarta Barat,Tanjung Duren,1,1,2,44.0,59000000
moic054,Jakarta Utara,Kelapa Gading,1,1,2,45.0,72000000
grpd002,Jakarta Selatan,Kalibata,0,1,3,50.0,55000000
makf004,Jakarta Selatan,Kemang,1,2,2,67.0,121400000
gkla010,Bekasi,Pekayon,1,1,0,24.0,60000000
1pac013,Jakarta Selatan,Gandaria,1,2,2,91.0,264600000
bdcc001,Jakarta Barat,Duri Kosambi,1,2,2,63.0,48000000
puca102,Jakarta Barat,Cengkareng,1,1,0,26.0,40050000
grkb004,Jakarta Pusat,Mangga Besar,1,1,1,25.0,40000000
narb004,Jakarta Utara,Ancol,0,1,1,31.0,35000000
pktc036,Jakarta Selatan,Kebayoran Lama,1,1,2,49.0,75000000
trsc126,Jakarta Barat,Tanjung Duren,1,1,2,50.0,80000000
tssa005,Jakarta Selatan,Semanggi,1,1,0,33.0,72000000
kvbc001,Bekasi,Pekayon,1,1,2,36.0,42000000
tphd001,Jakarta Selatan,Permata Hijau,1,2,3,220.0,518400000
cdrc001,Jakarta Pusat,Menteng,1,2,2,115.0,415000000
re8c027,Jakarta Selatan,Senopati,1,1,2,94.0,216000000
ppvc063,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,40000000
cbsa009,Depok,Cinere,1,1,0,22.0,30000000
gphd002,Jakarta Selatan,Permata Hijau,1,2,3,140.0,184000000
gprc020,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,60000000
klcc036,Jakarta Selatan,Pancoran,1,1,2,33.0,38000000
taac034,Jakarta Barat,Tanjung Duren,1,1,2,88.0,110000000
trsa050,Jakarta Barat,Tanjung Duren,0,1,0,26.0,38500000
moic010,Jakarta Utara,Kelapa Gading,1,1,2,45.0,55000000
gpra111,Jakarta Pusat,Cempaka Putih,1,1,1,21.0,35000000
ppvc070,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,25000000
grpc046,Jakarta Selatan,Kalibata,1,1,2,35.0,54000000
gphd010,Jakarta Selatan,Permata Hijau,1,3,3,140.0,259200000
spvc029,Jakarta Utara,Sunter,1,1,2,35.0,33000000
sscc056,Jakarta Barat,Grogol,1,1,2,55.0,60000000
lvnb006,Jakarta Selatan,Pancoran,1,1,1,59.0,120000000
tmbc044,Jakarta Pusat,Kemayoran,1,1,2,48.0,65000000
tmbb121,Jakarta Pusat,Kemayoran,0,1,1,64.0,50000000
ppvc132,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,45000000
gpra083,Jakarta Pusat,Cempaka Putih,0,1,0,21.0,36000000
btvb004,Jakarta Pusat,Bendungan Hilir,1,1,1,50.0,84000000
svcc050,Jakarta Utara,Pluit,1,2,2,77.0,100000000
pucb110,Jakarta Barat,Cengkareng,1,1,1,35.0,48000000
puca079,Jakarta Barat,Cengkareng,1,1,0,23.0,33750000
trsd041,Jakarta Barat,Tanjung Duren,1,1,3,65.0,130500000
g-c0001,Jakarta Selatan,Setiabudi,1,2,2,76.0,312000000
rsrd010,Jakarta Pusat,Kemayoran,0,2,3,192.0,165000000
grpa003,Jakarta Selatan,Kalibata,1,1,0,21.0,30000000
puca018,Jakarta Barat,Cengkareng,0,1,0,26.0,41000000
mppb005,Jakarta Utara,Sunter,1,1,1,32.0,38000000
btvb030,Jakarta Pusat,Bendungan Hilir,1,1,1,55.0,96000000
ppvc225,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,47000000
rsrd003,Jakarta Pusat,Kemayoran,1,2,3,196.0,300000000
btvd002,Jakarta Pusat,Bendungan Hilir,1,3,3,184.0,372000000
glsc019,Jakarta Utara,Sunter,1,1,2,42.0,40000000
klcc173,Jakarta Selatan,Pancoran,1,1,2,30.0,36000000
gvca001,Bekasi,Cikarang,1,1,0,39.0,150000000
spha014,Jakarta Pusat,Kemayoran,1,1,0,33.0,66000000
tmjc154,Jakarta Pusat,Kemayoran,1,1,2,76.0,90000000
parb009,Jakarta Selatan,Pancoran,1,1,1,36.0,46000000
lvnb011,Jakarta Selatan,Pancoran,1,1,1,65.0,120000000
srcc010,Jakarta Selatan,Senayan,1,2,2,95.0,268000000
anma003,Jakarta Utara,Ancol,1,1,0,50.0,60000000
svrb001,Tangerang,BSD City,1,1,1,38.0,39000000
splc010,Bekasi,Summarecon Bekasi,0,1,2,42.0,45000000
stmc036,Jakarta Barat,Puri Indah,1,2,2,107.0,180000000
ppvc044,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,42000000
mg2c191,Jakarta Barat,Tanjung Duren,1,1,2,42.0,52000000
twfb003,Jakarta Selatan,Kuningan,1,1,1,40.0,101100000
