Unit_ID,Region,Locality,Furnished,Bathroom,No_Rooms,Area,AnnualPrice
taad009,Jakarta Barat,Tanjung Duren,1,2,3,146.0,140000000
mepc060,Jakarta Pusat,Menteng,1,2,2,72.0,198000000
mesb014,Jakarta Pusat,Menteng,1,1,1,33.0,47000000
mesc017,Jakarta Pusat,Menteng,1,1,2,33.0,45000000
kmva017,Jakarta Selatan,Kemang,1,1,0,38.0,120000000
pktc028,Jakarta Selatan,Kebayoran Lama,1,2,2,50.0,75000000
htpb010,Jakarta Selatan,Pondok Indah,1,1,1,58.0,126000000
asrc003,Jakarta Selatan,Kuningan,1,2,2,90.0,180000000
adyc020,Tangerang,Cikokol,1,1,2,38.0,36000000
blma056,Jakarta Barat,Kebon Jeruk,1,1,0,23.0,35000000
bscc165,Jakarta Timur,Cipinang,1,1,2,34.0,64300000
stmc056,Jakarta Barat,Puri Indah,1,1,2,84.0,160000000
cagb006,Jakarta Selatan,Casablanca,1,1,1,43.0,219650000
skgd008,Jakarta Selatan,Setiabudi,1,2,3,135.0,372000000
taac089,Jakarta Barat,Tanjung Duren,1,2,2,99.0,140000000
gcab002,Jakarta Utara,Pantai Indah Kapuk,0,1,1,51.0,75000000
stcd017,Jakarta Selatan,Sudirman,1,2,3,94.0,216000000
pktc043,Jakarta Selatan,Kebayoran Lama,1,1,2,69.0,96000000
nfrd002,Jakarta Selatan,Pasar Minggu,1,2,3,77.0,144000000
rsrc007,Jakarta Pusat,Kemayoran,1,1,2,119.0,170000000
gdic018,Jakarta Timur,Kelapa Gading,1,1,2,36.0,24500000
tssc012,Jakarta Selatan,Semanggi,1,1,2,70.0,132000000
gbpa052,Jakarta Utara,Pluit,1,1,0,21.0,27200000
wsmc030,Jakarta Barat,Tanjung Duren,0,1,2,37.0,48000000
gmmb030,Jakarta Barat,Gajah Mada,1,1,1,33.0,35000000
kgcc008,Jakarta Selatan,Kebagusan,1,1,2,36.0,52200000
trsb129,Jakarta Barat,Tanjung Duren,1,1,1,38.0,62500000
gdic030,Jakarta Timur,Kelapa Gading,1,1,2,36.0,27500000
htpc062,Jakarta Selatan,Pondok Indah,1,1,2,79.0,156000000
parb002,Jakarta Selatan,Pancoran,1,1,1,34.0,40000000
ssrc019,Jakarta Pusat,Sudirman,1,1,2,60.0,156000000
btvb003,Jakarta Pusat,Bendungan Hilir,1,1,1,55.0,144000000
mg1b031,Jakarta Barat,Tanjung Duren,1,1,1,26.0,43500000
esdd015,Jakarta Selatan,Dharmawangsa,1,2,3,131.0,220800000
glsc007,Jakarta Utara,Sunter,1,1,2,36.0,54000000
mmac006,Jakarta Utara,Ancol,1,1,2,45.0,50100000
klcc089,Jakarta Selatan,Pancoran,1,1,2,34.0,45000000
bpva013,Jakarta Selatan,Bintaro,1,1,0,22.0,42000000
apla016,Tangerang,Serpong,1,1,0,22.0,36000000
twfb016,Jakarta Selatan,Kuningan,1,1,1,47.0,55000000
svrc002,Tangerang,BSD City,0,1,2,49.0,70000000
cbsa002,Depok,Cinere,1,1,0,22.0,36000000
stmd023,Jakarta Barat,Puri Indah,1,2,3,112.0,150000000
bscc248,Jakarta Timur,Cipinang,1,1,2,34.0,48750000
trsa110,Jakarta Barat,Tanjung Duren,1,1,0,26.0,48000000
mg1b022,Jakarta Barat,Tanjung Duren,1,1,1,36.0,40000000
sgpa007,Jakarta Timur,MT Haryono,0,1,0,25.0,60000000
ganc025,Jakarta Utara,Kelapa Gading,1,1,2,35.0,25000000
epsa005,Jakarta Pusat,Gunung Sahari,0,1,0,27.0,42000000
ssrc003,Jakarta Pusat,Sudirman,1,2,2,78.0,186000000
trsc041,Jakarta Barat,Tanjung Duren,0,1,2,50.0,90000000
sipa008,Jakarta Selatan,Tebet,1,1,0,24.0,57000000
gklb014,Bekasi,Pekayon,1,1,1,36.0,48000000
ganc053,Jakarta Utara,Kelapa Gading,0,1,2,35.0,20000000
mbca001,Bekasi,Bekasi Timur,1,1,0,26.0,25000000
sphd021,Jakarta Pusat,Kemayoran,1,3,3,100.0,130000000
mpra011,Jakarta Barat,Kedoya,1,1,0,32.0,42000000
narc015,Jakarta Utara,Ancol,1,1,2,41.0,38000000
blgc006,Jakarta Selatan,Kuningan,1,1,2,56.0,140000000
pkta021,Jakarta Selatan,Kebayoran Lama,1,1,0,23.0,45000000
cagc003,Jakarta Selatan,Casablanca,1,2,2,78.0,259200000
wrsc002,Jakarta Barat,Kedoya,1,2,2,130.0,266200000
svcb005,Jakarta Utara,Pluit,1,1,1,42.0,60000000
lvdc015,Jakarta Selatan,Tebet,1,1,2,55.0,100000000
pucb181,Jakarta Barat,Cengkareng,0,1,1,35.0,30000000
gprc039,Jakarta Pusat,Cempaka Putih,1,1,2,35.0,46000000
stac008,Jakarta Barat,Daan Mogot,1,1,2,35.0,70400000
gpvc006,Jakarta Barat,Cengkareng,1,1,2,35.0,33000000
spcb003,Jakarta Selatan,Pancoran,0,2,1,97.0,140000000
slmc013,Jakarta Pusat,Salemba,1,1,2,48.0,67000000
scrf002,Jakarta Selatan,Senayan,1,2,2,110.0,397250000
tnaa017,Tangerang,Karang Tengah,1,1,0,27.0,35000000
19va003,Tangerang,Daan Mogot,0,1,0,21.0,24000000
rorb004,Jakarta Selatan,Pejaten,1,1,1,35.0,82000000
gmmb009,Jakarta Barat,Gajah Mada,1,1,1,36.0,40700000
tmjc142,Jakarta Pusat,Kemayoran,1,1,2,62.0,70200000
puma034,Jakarta Barat,Puri Indah,1,1,0,26.0,51000000
bpra007,Jakarta Selatan,Bintaro,1,1,0,28.0,55000000
pucc027,Jakarta Barat,Cengkareng,0,1,2,50.0,38000000
re8c013,Jakarta Selatan,Senopati,1,2,2,178.0,408000000
tssa016,Jakarta Selatan,Semanggi,1,1,0,34.0,78000000
bscc247,Jakarta Timur,Cipinang,1,1,2,34.0,57000000
stac003,Jakarta Barat,Daan Mogot,1,2,2,90.0,79000000
gcab003,Jakarta Utara,Pantai Indah Kapuk,1,1,1,51.0,65000000
gprc124,Jakarta Pusat,Cempaka Putih,1,1,2,35.0,42000000
bscb017,Jakarta Timur,Cipinang,1,1,1,28.0,54000000
gppc007,Jakarta Pusat,Slipi,1,2,2,52.0,108000000
tcrd004,Jakarta Selatan,SCBD,1,2,3,170.0,599400000
supc025,Jakarta Pusat,Sudirman,1,1,2,48.0,96000000
ppva034,Jakarta Barat,Kebon Jeruk,1,1,0,22.0,36000000
tmbc073,Jakarta Pusat,Kemayoran,1,1,2,49.0,70000000
absd006,Jakarta Selatan,Kuningan,1,2,3,95.0,180000000
parc076,Jakarta Selatan,Pancoran,1,1,2,35.0,43200000
ocka001,Bekasi,Cikarang,1,1,0,30.0,57000000
crwc034,Jakarta Selatan,Kuningan,1,2,2,76.0,200000000
gdic028,Jakarta Timur,Kelapa Gading,1,1,2,36.0,25000000
puca029,Jakarta Barat,Cengkareng,0,1,0,26.0,22000000
bwjc001,Jakarta Selatan,Kebayoran Baru,1,1,2,100.0,240000000
aplb006,Tangerang,Serpong,1,1,1,30.0,30000000
mg2c018,Jakarta Barat,Tanjung Duren,1,1,2,42.0,56000000
grpa022,Jakarta Selatan,Kalibata,1,1,0,29.0,46000000
csmf002,Jakarta Selatan,Casablanca,1,2,3,66.0,156000000
tmka008,Jakarta Selatan,Kemang,1,1,0,60.0,144000000
gklc005,Bekasi,Pekayon,1,1,2,54.0,96000000
supd003,Jakarta Pusat,Sudirman,1,1,3,68.0,100100000
ppvc227,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,30000000
stmd037,Jakarta Barat,Puri Indah,1,3,3,157.0,280000000
blmc013,Jakarta Barat,Kebon Jeruk,0,1,2,42.0,48000000
esdd028,Jakarta Selatan,Dharmawangsa,1,3,3,153.0,360000000
prgc006,Jakarta Selatan,Gandaria,1,2,2,122.0,204000000
mg2c127,Jakarta Barat,Tanjung Duren,0,1,2,44.0,50000000
ppvc071,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,25000000
strb007,Jakarta Timur,Cakung,1,1,1,30.0,27100000
tasa031,Jakarta Selatan,Sudirman,1,1,0,29.0,55000000
gphd005,Jakarta Selatan,Permata Hijau,1,2,3,140.0,180000000
cdpa005,Tangerang,BSD City,1,1,0,28.0,39000000
tmjc199,Jakarta Pusat,Kemayoran,1,1,2,74.0,70000000
ssrd006,Jakarta Pusat,Sudirman,1,2,3,110.0,204000000
tmbb136,Jakarta Pusat,Kemayoran,0,1,1,33.0,30000000
sscc016,Jakarta Barat,Grogol,1,1,2,48.0,50000000
mepa123,Jakarta Pusat,Menteng,1,1,0,33.0,84000000
mepb016,Jakarta Pusat,Menteng,1,1,1,40.0,132000000
tssc015,Jakarta Selatan,Semanggi,1,1,2,70.0,132000000
makc004,Jakarta Selatan,Kemang,1,2,2,66.0,120000000
wvpa001,Jakarta Barat,Puri Indah,0,1,0,30.0,33000000
tssa045,Jakarta Selatan,Semanggi,1,1,0,32.0,72000000
ppva116,Jakarta Barat,Kebon Jeruk,1,1,0,25.0,32400000
plpd001,Jakarta Utara,Kelapa Gading,1,2,3,144.0,120000000
thrb016,Jakarta Pusat,Thamrin,1,1,1,38.0,80550000
blmc014,Jakarta Barat,Kebon Jeruk,0,1,2,42.0,45150000
cpta002,Jakarta Pusat,Salemba,1,1,0,23.0,55000000
pugd004,Jakarta Barat,Kembangan,0,2,3,139.0,100000000
gbpf004,Jakarta Utara,Pluit,1,1,2,42.0,44000000
aspd015,Jakarta Selatan,Fatmawati,1,1,3,83.0,144000000
gbpc041,Jakarta Utara,Pluit,1,2,2,74.0,90000000
mg2c128,Jakarta Barat,Tanjung Duren,1,1,2,42.0,52000000
puma027,Jakarta Barat,Puri Indah,1,1,0,26.0,43500000
gpva004,Jakarta Barat,Cengkareng,0,1,0,23.0,18000000
mepc056,Jakarta Pusat,Menteng,1,2,2,60.0,120000000
blma014,Jakarta Barat,Kebon Jeruk,1,1,0,21.0,34000000
kmkc002,Jakarta Utara,Kelapa Gading,1,2,2,100.0,60000000
tmbb119,Jakarta Pusat,Kemayoran,1,1,1,29.0,45000000
rorc014,Jakarta Selatan,Pejaten,1,1,2,54.0,104500000
tarc018,Jakarta Selatan,Kuningan,1,1,2,74.0,96000000
gmrb001,Jakarta Utara,Kelapa Gading,1,1,1,36.0,49800000
puca094,Jakarta Barat,Cengkareng,1,1,0,26.0,46000000
sphd017,Jakarta Pusat,Kemayoran,1,2,3,100.0,90000000
tflb003,Jakarta Timur,Pulomas,1,1,1,45.0,60000000
tard011,Jakarta Selatan,Kuningan,1,2,3,98.0,108000000
rmga022,Jakarta Barat,Tanjung Duren,1,1,0,30.0,57000000
kmvf002,Jakarta Selatan,Kemang,1,2,3,168.0,423360000
mepc007,Jakarta Pusat,Menteng,1,2,2,72.0,300000000
klcc120,Jakarta Selatan,Pancoran,1,1,2,34.0,43300000
pktc104,Jakarta Selatan,Kebayoran Lama,1,2,2,49.0,75600000
taac085,Jakarta Barat,Tanjung Duren,1,1,2,88.0,110000000
ssub008,Jakarta Pusat,Bendungan Hilir,1,1,1,41.0,196000000
jkrb005,Jakarta Pusat,Thamrin,1,1,1,42.0,69000000
grpc028,Jakarta Selatan,Kalibata,1,1,2,35.0,50000000
tmmb004,Depok,Margonda,1,1,1,25.0,72000000
bscc083,Jakarta Timur,Cipinang,1,1,2,48.0,78750000
mg2c119,Jakarta Barat,Tanjung Duren,1,1,2,42.0,57000000
tasa033,Jakarta Selatan,Sudirman,1,1,0,29.0,60000000
mg2c137,Jakarta Barat,Tanjung Duren,1,1,2,42.0,57000000
lvnc020,Jakarta Selatan,Pancoran,1,1,2,70.0,156000000
blmc029,Jakarta Barat,Kebon Jeruk,0,1,2,43.0,40000000
mepa070,Jakarta Pusat,Menteng,1,1,0,33.0,94200000
taac061,Jakarta Barat,Tanjung Duren,1,1,2,88.0,90000000
pktc029,Jakarta Selatan,Kebayoran Lama,1,1,2,40.0,65000000
gbpa012,Jakarta Utara,Pluit,1,1,0,21.0,28000000
mlkd005,Jakarta Pusat,Kemayoran,1,2,3,100.0,108000000
posb002,Jakarta Selatan,Lebak Bulus,1,1,1,68.0,96000000
esdc042,Jakarta Selatan,Dharmawangsa,1,1,2,64.0,156000000
mepa062,Jakarta Pusat,Menteng,1,1,0,28.0,80000000
cepb023,Jakarta Barat,Tanjung Duren,0,1,1,49.0,85000000
cstc017,Jakarta Pusat,Thamrin,1,1,2,57.0,102000000
thrc057,Jakarta Pusat,Thamrin,1,1,2,57.0,108000000
tnac027,Tangerang,Karang Tengah,1,1,2,45.0,43800000
tbba003,Jakarta Selatan,Bintaro,1,1,0,28.0,66000000
psac001,Jakarta Selatan,Kebayoran Lama,1,2,2,148.0,529200000
brzb002,Tangerang,BSD City,0,1,1,49.0,120000000
ppvc165,Jakarta Barat,Kebon Jeruk,1,1,2,36.0,39000000
tmbb038,Jakarta Pusat,Kemayoran,1,1,1,33.0,60000000
gbpd005,Jakarta Utara,Pluit,0,1,3,60.0,43000000
mepa010,Jakarta Pusat,Menteng,1,1,0,28.0,102000000
mg2c125,Jakarta Barat,Tanjung Duren,1,1,2,42.0,56000000
stac007,Jakarta Barat,Daan Mogot,1,1,2,49.0,55000000
trsd062,Jakarta Barat,Tanjung Duren,1,2,3,65.0,95000000
absd004,Jakarta Selatan,Kuningan,1,2,3,96.0,192000000
tmjc042,Jakarta Pusat,Kemayoran,1,1,2,73.0,110000000
gpra039,Jakarta Pusat,Cempaka Putih,1,1,0,21.0,42250000
grpc032,Jakarta Selatan,Kalibata,1,1,2,38.0,60000000
tasa028,Jakarta Selatan,Sudirman,1,0,0,20.8,51000000
gmrd002,Jakarta Utara,Kelapa Gading,1,2,3,80.0,86400000
pbmc006,Jakarta Pusat,Pasar Baru,0,1,2,50.0,40200000
mesb005,Jakarta Pusat,Menteng,1,1,1,30.0,45000000
tarc020,Jakarta Selatan,Kuningan,1,2,2,99.0,102000000
pktf008,Jakarta Selatan,Kebayoran Lama,1,1,2,39.0,60000000
sipc030,Jakarta Selatan,Tebet,1,1,2,38.0,65000000
lvnc023,Jakarta Selatan,Pancoran,0,2,2,104.0,155000000
mg2c072,Jakarta Barat,Tanjung Duren,1,1,2,42.0,47000000
htpc045,Jakarta Selatan,Pondok Indah,1,2,2,82.0,155900000
supc034,Jakarta Pusat,Sudirman,1,1,2,48.0,78000000
mbrc001,Jakarta Pusat,Kemayoran,1,1,2,45.0,45000000
kmvc062,Jakarta Selatan,Kemang,1,2,2,95.0,204000000
mrsc001,Tangerang,Serpong,0,1,2,48.0,40000000
grpc007,Jakarta Selatan,Kalibata,1,1,2,42.0,72000000
tmbc054,Jakarta Pusat,Kemayoran,1,1,2,52.0,70000000
strc005,Jakarta Timur,Cakung,1,1,2,42.0,31500000
mrsc003,Tangerang,Serpong,1,2,2,64.0,100000000
ppvc176,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,36000000
tmma018,Depok,Margonda,1,1,0,27.0,36000000
terf008,Jakarta Pusat,Thamrin,1,2,2,100.0,321850000
stmc029,Jakarta Barat,Puri Indah,1,1,2,96.0,180000000
kgca025,Jakarta Selatan,Kebagusan,1,1,0,25.0,35000000
bscc074,Jakarta Timur,Cipinang,1,1,2,33.0,48000000
bscc118,Jakarta Timur,Cipinang,1,1,2,34.0,52000000
gdca011,Bekasi,Kalimalang,1,1,0,34.0,36000000
gprc007,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,55000000
gpra071,Jakarta Pusat,Cempaka Putih,0,1,0,21.0,35000000
apsb001,Jakarta Pusat,Slipi,1,1,1,54.0,74000000
lvnc026,Jakarta Selatan,Pancoran,1,1,2,72.0,196000000
gklc012,Bekasi,Pekayon,1,1,2,65.0,96000000
blzd012,Jakarta Selatan,Permata Hijau,1,2,3,140.0,220000000
rmgd010,Jakarta Barat,Tanjung Duren,1,2,3,70.0,170000000
mg1c204,Jakarta Barat,Tanjung Duren,0,1,2,40.0,31000000
taac057,Jakarta Barat,Tanjung Duren,1,1,2,88.0,90000000
blmc022,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,55000000
pucb123,Jakarta Barat,Cengkareng,0,1,1,35.0,36000000
esdd024,Jakarta Selatan,Dharmawangsa,1,2,3,100.0,216000000
mepa110,Jakarta Pusat,Menteng,1,1,0,28.0,60000000
phac002,Jakarta Selatan,Permata Hijau,1,2,2,165.0,216000000
blma007,Jakarta Barat,Kebon Jeruk,1,1,0,22.0,35000000
pkta042,Jakarta Selatan,Kebayoran Lama,0,1,0,23.0,40000000
tmjc077,Jakarta Pusat,Kemayoran,1,1,2,74.0,75000000
bscc319,Jakarta Timur,Cipinang,1,1,2,43.0,62000000
trsb126,Jakarta Barat,Tanjung Duren,1,1,1,38.0,60000000
btsa001,Bekasi,Bekasi,0,1,0,21.0,22500000
epsa001,Jakarta Pusat,Gunung Sahari,1,1,0,30.0,55000000
bscc102,Jakarta Timur,Cipinang,1,1,2,34.0,55000000
rsrb003,Jakarta Pusat,Kemayoran,0,1,1,73.0,120100000
cbdd016,Jakarta Utara,Pluit,1,3,3,88.0,135000000
cstb002,Jakarta Pusat,Thamrin,1,1,1,40.0,90950000
mg2c111,Jakarta Barat,Tanjung Duren,1,1,2,42.0,60000000
pucc012,Jakarta Barat,Cengkareng,0,1,2,50.0,43000000
kucb019,Jakarta Selatan,Kuningan,1,1,1,48.0,144000000
ppvc052,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,36000000
htpc028,Jakarta Selatan,Pondok Indah,1,2,2,82.0,216000000
tssc011,Jakarta Selatan,Semanggi,1,1,2,70.0,144000000
stmd024,Jakarta Barat,Puri Indah,0,3,3,204.0,190000000
epsc003,Jakarta Pusat,Gunung Sahari,1,1,2,42.3,84000000
skwb006,Tangerang,Serpong,1,1,1,50.0,45000000
clsf003,Jakarta Pusat,Sudirman,1,1,1,49.0,130000000
trsc001,Jakarta Barat,Tanjung Duren,0,1,2,50.0,70000000
avpb001,Tangerang,BSD City,1,1,1,31.0,36000000
mepa032,Jakarta Pusat,Menteng,1,1,0,28.0,80000000
asrf003,Jakarta Selatan,Kuningan,1,2,2,80.0,143450000
rsrd005,Jakarta Pusat,Kemayoran,1,2,3,196.0,240000000
htpc006,Jakarta Selatan,Pondok Indah,1,1,2,58.0,210600000
tmka006,Jakarta Selatan,Kemang,1,1,0,60.0,144000000
mepa122,Jakarta Pusat,Menteng,1,1,0,33.0,78000000
mepa031,Jakarta Pusat,Menteng,1,1,0,33.0,100000000
brsa005,Tangerang,BSD City,1,1,0,25.0,55000000
tnac026,Tangerang,Karang Tengah,0,1,2,44.0,35000000
strc021,Jakarta Timur,Cakung,1,1,2,36.0,35750000
tmbb118,Jakarta Pusat,Kemayoran,1,1,1,30.0,50000000
tmjc099,Jakarta Pusat,Kemayoran,1,1,2,73.0,85000000
trsb103,Jakarta Barat,Tanjung Duren,1,1,1,38.0,60000000
clsb013,Jakarta Pusat,Sudirman,1,1,1,89.0,240000000
clsb009,Jakarta Pusat,Sudirman,1,1,1,76.0,180000000
mg1c203,Jakarta Barat,Tanjung Duren,1,1,2,42.0,41000000
blgd028,Jakarta Selatan,Kuningan,1,2,3,104.0,252000000
wpra001,Jakarta Selatan,Kalibata,1,1,0,28.0,68250000
kmva014,Jakarta Selatan,Kemang,1,1,0,43.0,144000000
sgpc015,Jakarta Timur,MT Haryono,1,1,2,49.0,70000000
bsca067,Jakarta Timur,Cipinang,1,1,0,21.0,42250000
slmd003,Jakarta Pusat,Salemba,1,2,3,85.0,80000000
pucb103,Jakarta Barat,Cengkareng,1,1,1,35.2,48000000
pryd007,Jakarta Pusat,Gatot Subroto,1,3,3,147.0,226000000
rmgd013,Jakarta Barat,Tanjung Duren,1,2,3,110.0,185000000
mpra032,Jakarta Barat,Kedoya,1,1,0,27.0,38850000
tmbb135,Jakarta Pusat,Kemayoran,0,1,1,32.0,60000000
mepa013,Jakarta Pusat,Menteng,1,1,0,33.0,145000000
prmd001,Jakarta Selatan,Kuningan,1,2,3,146.0,291600000
gppb001,Jakarta Pusat,Slipi,1,1,1,46.0,84000000
cpta015,Jakarta Pusat,Salemba,0,1,0,24.0,55000000
grpc043,Jakarta Selatan,Kalibata,1,1,2,35.0,61000000
ssud007,Jakarta Pusat,Bendungan Hilir,1,1,3,64.0,261000000
ssrc032,Jakarta Pusat,Sudirman,0,1,2,103.0,208000000
spva053,Jakarta Utara,Sunter,0,1,0,25.0,21000000
spla017,Bekasi,Summarecon Bekasi,1,1,0,21.0,33000000
ppvc125,Jakarta Barat,Kebon Jeruk,1,1,2,36.0,40000000
stac005,Jakarta Barat,Daan Mogot,1,1,2,49.0,50000000
rmgc029,Jakarta Barat,Tanjung Duren,1,1,2,53.0,85000000
cepd005,Jakarta Barat,Tanjung Duren,1,2,3,110.0,230000000
slpd004,Jakarta Barat,Slipi,1,2,3,110.0,120000000
gpra026,Jakarta Pusat,Cempaka Putih,1,1,0,21.0,40000000
clic001,Jakarta Barat,Kalideres,1,0,2,41.0,65000000
bscd077,Jakarta Timur,Cipinang,1,1,3,42.0,78000000
lvdf007,Jakarta Selatan,Tebet,1,1,2,47.0,96000000
mesc029,Jakarta Pusat,Menteng,1,1,2,30.0,41000000
kgca024,Jakarta Selatan,Kebagusan,1,1,0,21.0,37000000
pirc010,Jakarta Selatan,Pondok Indah,1,2,2,80.0,216000000
gprb010,Jakarta Pusat,Cempaka Putih,1,1,1,33.0,50500000
bscc081,Jakarta Timur,Cipinang,1,1,2,36.0,54500000
btvc011,Jakarta Pusat,Bendungan Hilir,1,1,2,85.0,144000000
cagb005,Jakarta Selatan,Casablanca,1,1,1,43.0,176400000
mepc013,Jakarta Pusat,Menteng,1,1,2,58.0,189000000
gana013,Jakarta Utara,Kelapa Gading,1,1,0,26.0,26000000
mesc032,Jakarta Pusat,Menteng,1,1,2,30.0,70000000
urka029,Tangerang,Karawaci,1,1,0,33.0,50000000
splc002,Bekasi,Summarecon Bekasi,0,1,2,42.0,30000000
18ad003,Jakarta Barat,Kedoya,1,3,3,150.0,180000000
ascc003,Jakarta Pusat,Thamrin,1,2,2,142.0,534600000
pumc016,Jakarta Barat,Puri Indah,1,1,2,63.0,80000000
sgpc007,Jakarta Timur,MT Haryono,1,1,2,42.0,108000000
klcc113,Jakarta Selatan,Pancoran,1,1,2,33.0,45400000
mepa109,Jakarta Pusat,Menteng,1,1,0,33.0,70000000
pucb178,Jakarta Barat,Cengkareng,0,1,1,35.0,30000000
mg1c131,Jakarta Barat,Tanjung Duren,1,1,2,40.0,43000000
fwkd005,Jakarta Utara,Kelapa Gading,1,2,3,105.0,100000000
stac001,Jakarta Barat,Daan Mogot,1,1,2,48.0,65000000
sgva006,Tangerang,Serpong,0,1,0,21.0,36000000
ds8c007,Jakarta Selatan,Senopati,1,2,2,105.0,423360000
terf002,Jakarta Pusat,Thamrin,1,1,2,65.0,154500000
gica003,Bekasi,Kalimalang,1,1,0,22.0,42000000
pcsc003,Jakarta Selatan,Casablanca,1,2,2,92.0,168000000
supc028,Jakarta Pusat,Sudirman,1,1,2,48.0,78000000
stra005,Jakarta Timur,Cakung,0,1,0,25.0,27000000
mg1c110,Jakarta Barat,Tanjung Duren,1,1,2,40.0,47000000
kucd004,Jakarta Selatan,Kuningan,1,2,3,114.0,360100000
jkrb012,Jakarta Pusat,Thamrin,1,1,1,38.0,100000000
aspd002,Jakarta Selatan,Fatmawati,1,2,3,90.0,192000000
jkrb027,Jakarta Pusat,Thamrin,1,1,1,38.0,76150000
harb002,Jakarta Timur,MT Haryono,1,1,1,32.0,39600000
klcc064,Jakarta Selatan,Pancoran,1,1,2,36.0,56500000
snya002,Jakarta Selatan,Kebayoran Lama,1,1,0,35.0,205200000
pucb149,Jakarta Barat,Cengkareng,0,1,1,35.0,36000000
thrb032,Jakarta Pusat,Thamrin,1,1,1,40.0,86400000
trsc037,Jakarta Barat,Tanjung Duren,1,1,2,44.0,90000000
csmc010,Jakarta Selatan,Casablanca,1,1,2,45.0,90950000
parb013,Jakarta Selatan,Pancoran,0,1,1,30.0,40000000
blgc002,Jakarta Selatan,Kuningan,1,2,2,84.0,243000000
adyc006,Tangerang,Cikokol,1,1,2,39.0,40000000
narb003,Jakarta Utara,Ancol,0,1,1,27.0,25000000
ppvc169,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,42000000
klcc141,Jakarta Selatan,Pancoran,1,1,2,34.0,48000000
kgcc030,Jakarta Selatan,Kebagusan,1,1,2,38.0,56400000
moic003,Jakarta Utara,Kelapa Gading,1,1,2,45.0,65000000
pbmc002,Jakarta Pusat,Pasar Baru,0,1,2,50.0,48000000
mprc019,Jakarta Barat,Kedoya,1,1,2,55.0,80000000
re8b003,Jakarta Selatan,Senopati,1,1,1,78.0,300000000
gpvc039,Jakarta Barat,Cengkareng,0,1,2,33.0,25000000
wgpb001,Jakarta Utara,Kelapa Gading,1,1,1,37.0,31000000
gbpd008,Jakarta Utara,Pluit,1,1,3,49.0,60000000
wsmc026,Jakarta Barat,Tanjung Duren,0,1,2,37.0,42000000
tmbc050,Jakarta Pusat,Kemayoran,0,1,2,49.0,50000000
gprc121,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,45000000
lvnc032,Jakarta Selatan,Pancoran,1,1,2,70.0,144000000
wsmc005,Jakarta Barat,Tanjung Duren,1,1,2,37.0,55100000
klcc094,Jakarta Selatan,Pancoran,1,1,2,30.0,42000000
htpd008,Jakarta Selatan,Pondok Indah,1,2,3,121.0,437400000
pucb023,Jakarta Barat,Cengkareng,1,1,1,35.0,48000000
kucd010,Jakarta Selatan,Kuningan,1,3,3,121.0,264000000
cbsa004,Depok,Cinere,1,1,0,22.0,36000000
spvc035,Jakarta Utara,Sunter,1,1,2,36.0,36000000
mg2d009,Jakarta Barat,Tanjung Duren,1,0,3,70.0,60000000
mpra052,Jakarta Barat,Kedoya,1,1,0,30.0,43000000
urka026,Tangerang,Karawaci,1,1,0,32.0,46000000
btvb007,Jakarta Pusat,Bendungan Hilir,1,1,1,38.0,84000000
tmjc018,Jakarta Pusat,Kemayoran,1,2,2,70.0,100000000
parb008,Jakarta Selatan,Pancoran,1,1,1,25.0,38000000
mord005,Jakarta Pusat,Senen,1,2,3,114.0,124200000
csaa002,Jakarta Pusat,Menteng,1,1,0,35.0,81600000
gbpc043,Jakarta Utara,Pluit,1,1,2,35.0,48000000
skgc002,Jakarta Selatan,Setiabudi,1,1,2,80.0,291600000
